source	target
Many applicants in APA 2009 At the expiration of the application deadline for awards in predefined areas (APA) 2009 on the Norwegian continental shelf, the Ministry of Petroleum and Energy had received applications from 44 companies.	Mange søkere i TFO 2009 Ved utløpet av søknadsfristen for tildeling i forhåndsdefinerte områder (TFO) 2009 på norsk kontinentalsokkel har Olje- og energidepartementet mottatt søknader fra 44 selskaper.
The well was drilled to a vertical depth of 2214 metres below the sea surface, and was concluded in the Heimdal formation in Paleocene rocks.	Brønnen ble boret til et vertikalt dyp på 2214 meter under havflaten, og ble avsluttet i Heimdalformasjonen i paleocene bergarter.
Watch the app in action on Youtube:	Se app-en på Youtube:
The greatest expectations concern the Barents Sea.	Det er størst forventninger til Barentshavet.
The area in this licence consists of a 302 km2 sector of block 31/1 and a 166 km2 sector of block 31/2.	Arealet i dette løyvet består av 302 km2 del av blokk 31/1 og 166 km2 del av blokk 31/2.
Other Information for the application	Annen søknadsinformasjon:
In fact, more resources than we expected overall in 1990 have been proven, and there is still a lot left to find.	Faktisk er det nå påvist mer ressurser enn vi forventet i 1990, og det er fortsatt mye igjen å finne.
For such situations, the operators for fields, transport systems and onshore facilities must notify the NPD.	For slike situasjonar skal derfor operatørane for felt, transportsystem og landanlegg varsle OD.
The well will be drilled about 10 kilometres southwest of the Goliat field.	Brønnen blir bora om lag ti kilometer sørvest for Goliat-feltet.
Some of the land areas affected by subsidence were already more than six metres below sea level.	Deler av landområdet som er utsatt for innsynking ligger allerede mer enn seks meter under havnivået.
Contract staff allow us to cope with the big peaks.	Innleid personell gjør oss i stand til å håndtere de store toppene.
This has further increased recovery.	Dette har økt utvinningen ytterligere.
The finishing touch will be applied at the beginning of next week, according to the plan.	Siste hånd legger hun etter planen på verket i begynnelsen av neste uke.
The well will be drilled about 33 kilometres southwest of the Njord field.	Brønnen blir bora om lag 33 kilometer sørvest for Njordfeltet.
This is the first exploration well in production licence 713.	Dette er den første letebrønnen i utvinningstillatelse 713.
After 27 years of gas production, the oil is smeared all over the gas zone in the entire field as the gas pressure has been greatly reduced.	Etter 27 års gassproduksjon er oljen smurt utover i gassonen over hele feltet fordi gasstrykket er kraftig redusert.
This estimate includes volumes from new acreage in the southeastern Barents Sea and the shelf around Jan Mayen, amounting to 300 million Sm3 o.e and 90 million Sm3 o.e., respectively.	Anslaget inkluderer volum fra nytt område i Barentshavet sørøst og sokkelen rundt Jan Mayen med henholdsvis 300 millioner Sm3 o.e og 90 millioner Sm3 o.e.
Production licence 038 was awarded as an addition to the 3rd round in 1975.	Utvinningstillatelse 038 ble tildelt som tillegg til 3. runde i 1975.
The size of the discovery is between 0.1 - 0.25 million Sm3 recoverable oil.	Størrelsen på funnet er mellom 0,1 og 0,25 millioner Sm3 utvinnbar olje.
This is probably due to the popular topics on the agenda,” says Bjørn Kåre Bryn, geologist in Centrica Energi and one of the people responsible for the programme at this Force seminar.	Det skyldes nok at vi har populære tema på dagsordenen," sier Bjørn Kåre Bryn, geolog i Centrica Energi og medansvarlig for programmet på dette Force-seminaret.
(26 June)	(26. juni)
In a worst case, an accident during preparation, re-floating, transport or scrapping could have serious consequences such as loss of life or negative environmental impact.	I verste fall kan en ulykke under klargjøring, reflyting, transport eller riving ha alvorlige følger som tap av liv og negativ miljøpåvirkning.
The well encountered about five metres of “intra Draupne sandstone” of poor reservoir quality.	Brønnen påtraff om lag fem meter «intra Draupne sandstein» av dårlig reservoarkvalitet.
The purpose of the exploration extension of the well was to prove hydrocarbons in reservoir rocks deeper into Middle Jurassic than the reservoir which has previously been proven in wells on the Alve field.	Hensikten med leteforlengelsen av brønnen var å påvise petroleum i midtre jura reservoarbergarter, som ligger dypere enn reservoaret som er påvist i tidligere brønner på Alvefeltet.
Several factors account for this, not least the consideration that carbon storage has a long time frame – perhaps thousands of years.	Dette har flere årsaker: Når CO2 skal lagres, må det skje for lang tid, kanskje flere tusen år.
Final production figures from December 2015 show an average daily production of about 1.635 million barrels of oil, 0.412 million barrels of NGL and condensate and a total of 11.2 billion Sm3 saleable gas production.	Endelege produksjonstal for desember 2015 viser ein gjennomsnittleg dagsproduksjon på om lag 1,635 millionar fat olje, 0,412 millionar fat NGL og kondensat og totalt 11,2 GSm3 gass for sal.
The water depth at the site is 121 metres.	Havdypet er 121 meter.
In 1996, the Norwegian parliament (Storting) decided that supplying power by electricity must be considered instead of continued use of gas turbines in all new developments and major modifications.	Stortinget besluttet i 1996 at kraftforsyning med strøm for land må vurderes framfor fortsatt bruk av gassturbiner, ved alle nye utbygginger og ved større ombygginger.
The drilling programme for well 6608/10-17 S relates to the drilling of a wildcat well in production licence 128.	Boreprogrammet for brønn 6608/10-17 S gjeld boring av ein undersøkingsbrønn i utvinningsløyve 128.
A 226-metre hydrocarbon column was proven, of which 135 metres are oil in a reservoir with good flow properties.	Det er påvist 226 meter hydrokarbonkolonne, hvorav 135 meter er olje i et reservoar med gode strømningsegenskaper.
In addition, the licensees wanted to acquire more precise information about the depth of the structure, reservoir and fluid properties, as well as verify communication over the structure.	I tillegg ville rettighetshaverne skaffe mer nøyaktig informasjon om dyp til strukturen, reservoar- og fluidegenskaper samt verifisere kommunikasjon over strukturen.
The area in this production licence encompasses the following blocks 6607/1, 6607/2 and 6607/4 in the northern part of the Northern Sea southeast of the gas discovery 6707/10-1.	Arealet i denne utvinningstillatelsen består av blokkene 6607/1, 6607/2 og 6607/4 og ligger i nordlig del av Norskehavet sørøst for gassfunnet 6707/10-1.
However, success again depends on contributions to the overall project economics from other sectors.	Men dersom det skal lukkast, ser det ut til at andre sektorar må bidra til totaløkonomien også i dette prosjektet.
The area has not been opened for petroleum activities.	Området er ikke åpnet for petroleumsvirksomhet.
3,26 %	3,26 %
Separate contracts were awarded for the Seismic, Well and Production modules.	Det ble tildelt en kontrakt for hver av modulene Seismikk, Brønn og Produksjon.
The reason for this is that the reservoir zone is dense.	Årsaken til dette er at reservoarsonen er tett.
The IOR prize has been awarded each year except for in 2002 and in 2008, when the Norwegian Petroleum Directorate unfortunately found no worthy candidates.	IOR-prisen er delt ut hvert år siden unntatt i 2002 og i 2008, da fant Oljedirektoratet dessverre ingen verdige kandidater.
Water depth is 111 metres.	Havdypet er 111 meter.
The wildcat well was drilled to 1828 metres below the surface of the sea and was terminated in rocks from Early Jurassic (the Åre formation).	Undersøkelsesbrønnen ble boret til 1828 meter under havoverflaten og avsluttet i bergarter fra tidlig jura (Åre-formasjonen).
Total gas sales were about 9.7 billion Sm3, which is 0.7 GSm3 less than previous month.	Det totale gass salet var 9,7 milliardar standard kubikkmeter (GSm3), dette er 0,7 GSm3 mindre enn månaden før.
Production licence 393 was awarded in the 19th licensing round in 2006.	Utvinningstillatelse 393 ble tildelt i 19. tildelingsrunde i 2006
The licence was awarded in the 18th round in 2004.	Løyvet vart tildelt i 18. runde i 2004.
For the other production licences there are ”drill or drop” conditions.	Til de øvrige utvinningstillatelsene er det stilt betingelser om ”drill or drop”.
The other licensees are Statoil Petroleum (35 per cent), Idemitsu Petroleum Norge AS (20 per cent) and Petoro (20 per cent).	Dei andre rettshavarane er Statoil Petroleum (35 prosent), Idemitsu Petroleum Norge AS (20 prosent) og Petoro (20 prosent).
Wellbore 6407/8-4S will be drilled from the West Alpha drilling facility at position 64° 26’ 47.8’’ N and 07° 38’ 54.2’’ E.	Brønnbanen 6407/8-4S skal bores fra boreinnretningen West Alpha i posisjon 64° 26’ 47.8’’ N og 07° 38’ 54.2’’ Ø.
The area in this production licence consists of block 30/3, between the Huldra, Veslefrikk and Oseberg fields in the North Sea.	Arealet i denne tillatelsen består av blokk 30/3, mellom Huldra-, Veslefrikk- og Oseberg- feltene i Nordsjøen.
Phase two involves continued work on geophysical and geological issues.	I fase to av prosjektet skal det arbeides videre med geofysiske og geologiske problemstillinger.
The oil production is about 12.0 percent above the NPD’s prognosis for the month.	Oljeproduksjonen er ca 12,0 prosent over OD sin prognose for september 2015.
Contacts in the NPD:	Kontaktpersonar i OD:
Even in the NPD there were many people who believed it would be over in the course of the 1990s.	Selv i OD var det mange som mente at det ville være over i løpet av 1990-årene.
The well was drilled to a vertical depth of 3699 metres below the sea surface, and was concluded in the Statfjord formation in the Lower Jurassic.	Brønnen ble boret til et vertikalt dyp på 3699 meter under havflaten, og ble avsluttet i Statfjordformasjonen i nedre jura.
The production licence comprises parts of blocks 6507/5 and 6507/6.	Utvinningsløyvet består av ein del av blokkene 6507/5 og 6507/6.
In its primary exploration target, the well encountered a 27-metre total oil column in the Rotliegend group, 24 metres of which was sandstone of good reservoir quality.	I primært letemål påtraff brønnen en total oljekolonne på 27 meter i Rotliegendesgruppen, hvorav 24 meter med sandstein av god reservoarkvalitet.
The production licence consists of the blocks/part of blocks 7220/6, 7220/9, 7220/11, 7220/12, and 7221/4.	Utvinningsløyvet består av blokkene/del av blokkene 7220/6, 7220/9, 7220/11, 7220/12 og 7221/4.
Production licence 569 was awarded on 4 February 2011 (APA 2010).	Utvinningsløyve 569 vart delt ut 4. februar 2011 (TFO 2010).
The reservoir properties in both reservoirs are poor to moderate.	Reservoaregenskapene i begge reservoarer er dårlige til moderate.
The area in the licence consists of the blocks 6407/2 and 6407/5.	Arealet i dette løyvet består av blokkene 6407/2 og 6407/5.
